RT_CODE;PARENT_RT_CODE;NAME;ROUTE_NAME
2328;2324;МГТ/МГТ/ММ/МЦК/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
2329;2324;МГТ/МГТ/ММ/МЦК/МЦД МСК-МЦД МСК/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
2330;2318;МГТ/МГТ/ММ/МЦК/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
2331;2318;МГТ/МГТ/ММ/МЦК/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
2332;2316;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М
2333;2332;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
2334;2333;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/ММ/ММТС;МГТ/МГТ/ММ/МЦД-М/ММ
2335;2333;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/ММ/МЦК;МГТ/МГТ/ММ/МЦД-М/ММ
2336;2333;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М
2337;2333;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
2338;2333;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
2339;2332;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/ММТС;МГТ/МГТ/ММ/МЦД-М/ММ
2340;2332;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/МЦК;МГТ/МГТ/ММ/МЦД-М/ММ
2341;2340;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/МЦК/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
2342;2340;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М
2343;2340;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
2344;2340;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
2345;2332;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М/МЦД-М
2346;2345;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/ММ;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
2347;2345;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/ММТС;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
2348;2345;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/МЦК;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
2349;2332;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
2350;2332;МГТ/МГТ/ММ/МЦД МСК-МЦД МСК/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
2351;2316;МГТ/МГТ/ММ/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
2352;2316;МГТ/МГТ/ММ/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
2353;2315;МГТ/МГТ/ММТС;МГТ/МГТ/ММ
2354;2353;МГТ/МГТ/ММТС/ММ;МГТ/МГТ/ММ
2355;2354;МГТ/МГТ/ММТС/ММ/МЦК;МГТ/МГТ/ММ
2356;2355;МГТ/МГТ/ММТС/ММ/МЦК/ММ;МГТ/МГТ/ММ
2357;2355;МГТ/МГТ/ММТС/ММ/МЦК/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М
2358;2355;МГТ/МГТ/ММТС/ММ/МЦК/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
2359;2355;МГТ/МГТ/ММТС/ММ/МЦК/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
2360;2354;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М
2361;2360;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
2362;2360;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК/МЦК;МГТ/МГТ/ММ/МЦД-М/ММ
2363;2360;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М/МЦД-М
2364;2360;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
2365;2360;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МСК/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
2366;2354;МГТ/МГТ/ММТС/ММ/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
2367;2354;МГТ/МГТ/ММТС/ММ/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
2368;2353;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М
2369;2368;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
2370;2369;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/ММ/МЦК;МГТ/МГТ/ММ/МЦД-М/ММ
2371;2369;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М
2372;2369;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
2373;2369;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/ММ/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
2374;2368;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/МЦК;МГТ/МГТ/ММ/МЦД-М/ММ
2375;2374;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/МЦК/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
2376;2374;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М
2377;2374;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
2378;2374;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
2379;2368;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М/МЦД-М
2380;2379;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/ММ;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
2381;2379;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/МЦК;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
2382;2368;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
2383;2368;МГТ/МГТ/ММТС/МЦД МСК-МЦД МСК/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
2384;2353;МГТ/МГТ/ММТС/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
2385;2353;МГТ/МГТ/ММТС/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
2386;2315;МГТ/МГТ/МЦК;МГТ/МГТ/ММ
2387;2386;МГТ/МГТ/МЦК/ММ;МГТ/МГТ/ММ
2388;2387;МГТ/МГТ/МЦК/ММ/ММТС;МГТ/МГТ/ММ
2389;2387;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М
2390;2389;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
2391;2389;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК/ММТС;МГТ/МГТ/ММ/МЦД-М/ММ
2392;2389;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М/МЦД-М
2393;2389;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
2394;2389;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МСК/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
2395;2387;МГТ/МГТ/МЦК/ММ/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
2396;2387;МГТ/МГТ/МЦК/ММ/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
2397;2386;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М
2398;2397;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК/ММ;МГТ/МГТ/ММ/МЦД-М/ММ
2399;2398;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК/ММ/ММТС;МГТ/МГТ/ММ/МЦД-М/ММ
2400;2398;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М
2401;2398;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
2402;2398;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК/ММ/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М/ММ/МЦД-М-МЦД-МО
2403;2397;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК/ММТС;МГТ/МГТ/ММ/МЦД-М/ММ
2404;2397;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК;МГТ/МГТ/ММ/МЦД-М/МЦД-М
2405;2404;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/ММ;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
2406;2404;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/ММТС;МГТ/МГТ/ММ/МЦД-М/МЦД-М/ММ
2407;2397;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
2408;2397;МГТ/МГТ/МЦК/МЦД МСК-МЦД МСК/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М/МЦД-М-МЦД-МО
2409;2386;МГТ/МГТ/МЦК/МЦД МСК-МЦД МО;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
2410;2386;МГТ/МГТ/МЦК/МЦД МСК-ДП;МГТ/МГТ/ММ/МЦД-М-МЦД-МО
2411;2315;МГТ/МГТ/МЦД МСК-МЦД МСК;МГТ/МГТ/МЦД-М
2412;2411;МГТ/МГТ/МЦД МСК-МЦД МСК/ММ;МГТ/МГТ/МЦД-М/ММ
2413;2412;МГТ/МГТ/МЦД МСК-МЦД МСК/ММ/ММТС;МГТ/МГТ/МЦД-М/ММ
2414;2412;МГТ/МГТ/МЦД МСК-МЦД МСК/ММ/МЦК;МГТ/МГТ/МЦД-М/ММ
2415;2414;МГТ/МГТ/МЦД МСК-МЦД МСК/ММ/МЦК/ММ;МГТ/МГТ/МЦД-М/ММ
2416;2414;МГТ/МГТ/МЦД МСК-МЦД МСК/ММ/МЦК/МЦД МСК-МЦД МСК;МГТ/МГТ/МЦД-М/ММ/МЦД-М
2417;2414;МГТ/МГТ/МЦД МСК-МЦД МСК/ММ/МЦК/МЦД МСК-МЦД МО;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2418;2414;МГТ/МГТ/МЦД МСК-МЦД МСК/ММ/МЦК/МЦД МСК-ДП;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2419;2412;МГТ/МГТ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК;МГТ/МГТ/МЦД-М/ММ/МЦД-М
2420;2419;МГТ/МГТ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК/ММ;МГТ/МГТ/МЦД-М/ММ/МЦД-М/ММ
2421;2419;МГТ/МГТ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК/ММТС;МГТ/МГТ/МЦД-М/ММ/МЦД-М/ММ
2422;2419;МГТ/МГТ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК/МЦК;МГТ/МГТ/МЦД-М/ММ/МЦД-М/ММ
2423;2412;МГТ/МГТ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МО;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2424;2412;МГТ/МГТ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-ДП;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2425;2411;МГТ/МГТ/МЦД МСК-МЦД МСК/ММТС;МГТ/МГТ/МЦД-М/ММ
2426;2411;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦК;МГТ/МГТ/МЦД-М/ММ
2427;2426;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦК/ММ;МГТ/МГТ/МЦД-М/ММ
2428;2427;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦК/ММ/ММТС;МГТ/МГТ/МЦД-М/ММ
2429;2427;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦК/ММ/МЦД МСК-МЦД МСК;МГТ/МГТ/МЦД-М/ММ/МЦД-М
2430;2427;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦК/ММ/МЦД МСК-МЦД МО;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2431;2427;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦК/ММ/МЦД МСК-ДП;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2432;2426;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МСК;МГТ/МГТ/МЦД-М/ММ/МЦД-М
2433;2432;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МСК/ММ;МГТ/МГТ/МЦД-М/ММ/МЦД-М/ММ
2434;2432;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МСК/ММТС;МГТ/МГТ/МЦД-М/ММ/МЦД-М/ММ
2435;2426;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МО;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2436;2426;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-ДП;МГТ/МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2437;2411;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК;МГТ/МГТ/МЦД-М/МЦД-М
2438;2437;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/ММ;МГТ/МГТ/МЦД-М/МЦД-М/ММ
2439;2438;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/ММ/ММТС;МГТ/МГТ/МЦД-М/МЦД-М/ММ
2440;2438;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/ММ/МЦК;МГТ/МГТ/МЦД-М/МЦД-М/ММ
2441;2437;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/ММТС;МГТ/МГТ/МЦД-М/МЦД-М/ММ
2442;2437;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/МЦК;МГТ/МГТ/МЦД-М/МЦД-М/ММ
2443;2442;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/МЦК/ММ;МГТ/МГТ/МЦД-М/МЦД-М/ММ
2444;2411;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МО;МГТ/МГТ/МЦД-М/МЦД-М-МЦД-МО
2445;2411;МГТ/МГТ/МЦД МСК-МЦД МСК/МЦД МСК-ДП;МГТ/МГТ/МЦД-М/МЦД-М-МЦД-МО
2446;2315;МГТ/МГТ/МЦД МСК-МЦД МО;МГТ/МГТ/МЦД-М-МЦД-МО
2447;2315;МГТ/МГТ/МЦД МСК-ДП;МГТ/МГТ/МЦД-М-МЦД-МО
2448;2219;МГТ/МЦД МСК-МЦД МСК;МГТ/МЦД-М
2449;2448;МГТ/МЦД МСК-МЦД МСК/ММ;МГТ/МЦД-М/ММ
2450;2449;МГТ/МЦД МСК-МЦД МСК/ММ/ММТС;МГТ/МЦД-М/ММ
2451;2449;МГТ/МЦД МСК-МЦД МСК/ММ/МЦК;МГТ/МЦД-М/ММ
2452;2451;МГТ/МЦД МСК-МЦД МСК/ММ/МЦК/ММ;МГТ/МЦД-М/ММ
2453;2451;МГТ/МЦД МСК-МЦД МСК/ММ/МЦК/МЦД МСК-МЦД МСК;МГТ/МЦД-М/ММ/МЦД-М
2454;2451;МГТ/МЦД МСК-МЦД МСК/ММ/МЦК/МЦД МСК-МЦД МО;МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2455;2451;МГТ/МЦД МСК-МЦД МСК/ММ/МЦК/МЦД МСК-ДП;МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2456;2449;МГТ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК;МГТ/МЦД-М/ММ/МЦД-М
2457;2456;МГТ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК/ММ;МГТ/МЦД-М/ММ/МЦД-М/ММ
2458;2456;МГТ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК/ММТС;МГТ/МЦД-М/ММ/МЦД-М/ММ
2459;2456;МГТ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК/МЦК;МГТ/МЦД-М/ММ/МЦД-М/ММ
2460;2449;МГТ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МО;МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2461;2449;МГТ/МЦД МСК-МЦД МСК/ММ/МЦД МСК-ДП;МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2462;2448;МГТ/МЦД МСК-МЦД МСК/ММТС;МГТ/МЦД-М/ММ
2463;2448;МГТ/МЦД МСК-МЦД МСК/МЦК;МГТ/МЦД-М/ММ
2464;2463;МГТ/МЦД МСК-МЦД МСК/МЦК/ММ;МГТ/МЦД-М/ММ
2465;2464;МГТ/МЦД МСК-МЦД МСК/МЦК/ММ/ММТС;МГТ/МЦД-М/ММ
2466;2464;МГТ/МЦД МСК-МЦД МСК/МЦК/ММ/МЦД МСК-МЦД МСК;МГТ/МЦД-М/ММ/МЦД-М
2467;2464;МГТ/МЦД МСК-МЦД МСК/МЦК/ММ/МЦД МСК-МЦД МО;МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2468;2464;МГТ/МЦД МСК-МЦД МСК/МЦК/ММ/МЦД МСК-ДП;МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2469;2463;МГТ/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МСК;МГТ/МЦД-М/ММ/МЦД-М
2470;2469;МГТ/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МСК/ММ;МГТ/МЦД-М/ММ/МЦД-М/ММ
2471;2469;МГТ/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МСК/ММТС;МГТ/МЦД-М/ММ/МЦД-М/ММ
2472;2463;МГТ/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МО;МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2473;2463;МГТ/МЦД МСК-МЦД МСК/МЦК/МЦД МСК-ДП;МГТ/МЦД-М/ММ/МЦД-М-МЦД-МО
2474;2448;МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК;МГТ/МЦД-М/МЦД-М
2475;2474;МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/ММ;МГТ/МЦД-М/МЦД-М/ММ
2476;2475;МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/ММ/ММТС;МГТ/МЦД-М/МЦД-М/ММ
2477;2475;МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/ММ/МЦК;МГТ/МЦД-М/МЦД-М/ММ
2478;2474;МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/ММТС;МГТ/МЦД-М/МЦД-М/ММ
2479;2474;МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/МЦК;МГТ/МЦД-М/МЦД-М/ММ
2480;2479;МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МСК/МЦК/ММ;МГТ/МЦД-М/МЦД-М/ММ
2481;2448;МГТ/МЦД МСК-МЦД МСК/МЦД МСК-МЦД МО;МГТ/МЦД-М/МЦД-М-МЦД-МО
2482;2448;МГТ/МЦД МСК-МЦД МСК/МЦД МСК-ДП;МГТ/МЦД-М/МЦД-М-МЦД-МО
2483;2219;МГТ/МЦД МСК-МЦД МО;МГТ/МЦД-М-МЦД-МО
2484;2219;МГТ/МЦД МСК-ДП;МГТ/МЦД-М-МЦД-МО
2485;0;МЦД МСК-МЦД МСК;МЦД-М
2486;2485;МЦД МСК-МЦД МСК/ММ;МЦД-М/ММ
2487;2486;МЦД МСК-МЦД МСК/ММ/ММТС;МЦД-М/ММ
2488;2487;МЦД МСК-МЦД МСК/ММ/ММТС/МГТ;МЦД-М/ММ/МГТ
2489;2486;МЦД МСК-МЦД МСК/ММ/МЦК;МЦД-М/ММ
2490;2489;МЦД МСК-МЦД МСК/ММ/МЦК/ММ;МЦД-М/ММ
2491;2490;МЦД МСК-МЦД МСК/ММ/МЦК/ММ/МГТ;МЦД-М/ММ/МГТ
2492;2489;МЦД МСК-МЦД МСК/ММ/МЦК/МГТ;МЦД-М/ММ/МГТ
2493;2489;МЦД МСК-МЦД МСК/ММ/МЦК/МЦД МСК-МЦД МСК;МЦД-М/ММ/МЦД-М
2494;2493;МЦД МСК-МЦД МСК/ММ/МЦК/МЦД МСК-МЦД МСК/МГТ;МЦД-М/ММ/МЦД-М/МГТ
2495;2489;МЦД МСК-МЦД МСК/ММ/МЦК/МЦД МСК-МЦД МО;МЦД-М/ММ/МЦД-М-МЦД-МО
2496;2489;МЦД МСК-МЦД МСК/ММ/МЦК/МЦД МСК-ДП;МЦД-М/ММ/МЦД-М-МЦД-МО
2497;2486;МЦД МСК-МЦД МСК/ММ/МГТ;МЦД-М/ММ/МГТ
2498;2486;МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК;МЦД-М/ММ/МЦД-М
2499;2498;МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК/ММ;МЦД-М/ММ/МЦД-М/ММ
2500;2499;МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК/ММ/МГТ;МЦД-М/ММ/МЦД-М/ММ/МГТ
2501;2498;МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК/ММТС;МЦД-М/ММ/МЦД-М/ММ
2502;2501;МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК/ММТС/МГТ;МЦД-М/ММ/МЦД-М/ММ/МГТ
2503;2498;МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК/МЦК;МЦД-М/ММ/МЦД-М/ММ
2504;2503;МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК/МЦК/МГТ;МЦД-М/ММ/МЦД-М/ММ/МГТ
2505;2498;МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МСК/МГТ;МЦД-М/ММ/МЦД-М/МГТ
2506;2486;МЦД МСК-МЦД МСК/ММ/МЦД МСК-МЦД МО;МЦД-М/ММ/МЦД-М-МЦД-МО
2507;2486;МЦД МСК-МЦД МСК/ММ/МЦД МСК-ДП;МЦД-М/ММ/МЦД-М-МЦД-МО
2508;2485;МЦД МСК-МЦД МСК/ММТС;МЦД-М/ММ
2509;2508;МЦД МСК-МЦД МСК/ММТС/МГТ;МЦД-М/ММ/МГТ
2510;2485;МЦД МСК-МЦД МСК/МЦК;МЦД-М/ММ
2511;2510;МЦД МСК-МЦД МСК/МЦК/ММ;МЦД-М/ММ
2512;2511;МЦД МСК-МЦД МСК/МЦК/ММ/ММТС;МЦД-М/ММ
2513;2512;МЦД МСК-МЦД МСК/МЦК/ММ/ММТС/МГТ;МЦД-М/ММ/МГТ
2514;2511;МЦД МСК-МЦД МСК/МЦК/ММ/МГТ;МЦД-М/ММ/МГТ
2515;2511;МЦД МСК-МЦД МСК/МЦК/ММ/МЦД МСК-МЦД МСК;МЦД-М/ММ/МЦД-М
2516;2515;МЦД МСК-МЦД МСК/МЦК/ММ/МЦД МСК-МЦД МСК/МГТ;МЦД-М/ММ/МЦД-М/МГТ
2517;2511;МЦД МСК-МЦД МСК/МЦК/ММ/МЦД МСК-МЦД МО;МЦД-М/ММ/МЦД-М-МЦД-МО
2518;2511;МЦД МСК-МЦД МСК/МЦК/ММ/МЦД МСК-ДП;МЦД-М/ММ/МЦД-М-МЦД-МО
2519;2510;МЦД МСК-МЦД МСК/МЦК/МГТ;МЦД-М/ММ/МГТ
2520;2510;МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МСК;МЦД-М/ММ/МЦД-М
2521;2520;МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МСК/ММ;МЦД-М/ММ/МЦД-М/ММ
2522;2521;МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МСК/ММ/МГТ;МЦД-М/ММ/МЦД-М/ММ/МГТ
2523;2520;МЦД МСК-МЦД МСК/МЦК/МЦД МСК-МЦД МСК/ММТС;МЦД-М/ММ/МЦД-М/ММ
